,PDB code,Resolution (A),Bnet
88416,1YGC,2.0,0.734158028
88417,3T8I,1.8,0.734127886
88418,5YA8,2.3,0.734057914
88419,6JBB,1.95,0.734042873
88420,2QJT,2.3,0.73403435
88421,6NBU,2.75,0.733978678
88422,4Q91,1.8,0.733960167
88423,3AFP,2.05,0.733948445
88424,4FTU,2.1,0.733933617
88425,5CAH,2.3,0.733898654
88426,2WUD,2.1,0.733891826
88427,4UUY,2.14,0.733888537
88428,6H3T,2.84,0.733884177
88429,4KS9,2.24,0.733860463
88430,2JBW,2.1,0.733847649
88431,1XCL,2.0,0.733831857
88432,5NUH,2.78,0.733786554
88433,7BOV,2.29,0.733780932
88434,4P90,2.49,0.733754605
88435,5GR7,2.4,0.733701959
88436,3DK5,2.23,0.733699088
88437,5MX8,2.4,0.733680862
88438,6RLL,2.22,0.733636223
88439,2ZS8,2.8,0.733630409
88440,1N7Q,2.29,0.733624311
88441,5YP3,2.44,0.733607951
88442,2Q9I,2.81,0.733604039
88443,6JGQ,2.01,0.73359362
88444,2PTG,2.6,0.733590366
88445,5NK1,1.55,0.733547519
88446,4YKA,2.8,0.733533235
88447,5PUM,2.15,0.733519737
88448,6I7H,2.25,0.733517237
88449,5RLE,2.27,0.733495378
88450,1RS8,2.3,0.733447494
88451,4YXH,2.68,0.733435175
88452,7BWC,1.95,0.733433579
88453,3DGS,1.8,0.733408836
88454,3K4N,2.75,0.733386597
88455,4Y2X,2.5,0.733362115
88456,2III,2.3,0.733301416
88457,5OT4,3.0,0.733256333
88458,4LOG,2.7,0.733206544
88459,5QLQ,1.87,0.733200987
88460,1ZGH,2.05,0.733200241
88461,5D0Y,3.01,0.733151839
88462,3L12,1.6,0.733144167
88463,5CAX,2.45,0.733116828
88464,3H38,2.37,0.73309511
88465,3BGZ,2.4,0.733080927
88466,4I7C,2.8,0.733080727
88467,5MPI,2.35,0.733071334
88468,4I2X,2.48,0.7330608
88469,3UW0,3.5,0.733045153
88470,1NFB,2.9,0.733044843
88471,4X1L,2.16,0.733040741
88472,4ED9,1.95,0.733011229
88473,1ULJ,2.6,0.733009812
88474,2VN3,2.35,0.732991061
88475,3D98,2.5,0.732986207
88476,4X0E,2.41,0.73298529
88477,4PUS,2.2,0.732945708
88478,1J21,2.2,0.732936656
88479,6H9B,2.74,0.732931015
88480,5KZ0,2.16,0.73292591
88481,6QQI,1.7,0.732919657
88482,4RKC,2.19,0.732905668
88483,5QLO,2.37,0.732878197
88484,6S1R,1.8,0.732865515
88485,5OSQ,2.05,0.732842924
88486,3HOR,2.7,0.732832158
88487,1CQV,2.06,0.732831062
88488,3L9B,1.95,0.732820752
88489,6JGP,1.99,0.732811115
88490,2ZPY,2.0,0.73280455
88491,3VNL,2.15,0.732786757
88492,5QM9,1.96,0.732778336
88493,4P53,2.1,0.732751827
88494,1T5A,2.8,0.732743157
88495,5Y5E,1.8,0.732724329
88496,2ALV,1.89,0.732686922
88497,5UEM,2.7,0.732680957
88498,6VRO,2.45,0.732668129
88499,3Q7P,2.5,0.732666924
88500,5Q0L,2.5,0.732590481
88501,6DA3,2.37,0.732577569
88502,3D83,1.89,0.732565367
88503,5UMY,1.78,0.732504194
88504,6L96,3.2,0.732469436
88505,3VUF,3.0,0.732467716
88506,1QUQ,2.4,0.732463877
88507,5YZB,2.8,0.732458711
88508,5MXM,2.05,0.732457474
88509,4R57,2.08,0.732437351
88510,4M2U,2.0,0.732401591
88511,1JBG,2.75,0.732401377
88512,4BXC,2.86,0.732368136
88513,2JHH,1.7,0.732365314
88514,4PPA,2.67,0.732361966
88515,3B9M,2.7,0.732350555
88516,2Y5Q,3.2,0.73233625
88517,4BDD,2.67,0.732335545
88518,5XQJ,2.75,0.732313571
88519,4C2S,2.48,0.732301153
88520,6LZ4,2.49,0.732271876
88521,2YGA,2.37,0.73223276
88522,6JIB,2.25,0.732227291
88523,3R5E,2.1,0.732121012
88524,2NZF,2.28,0.732093264
88525,5GNR,2.65,0.732063794
88526,5BP2,1.75,0.732060881
88527,4IJ7,2.25,0.732015771
88528,5Z8X,3.14,0.731970401
88529,4JEU,3.2,0.731965678
88530,3CGF,3.0,0.731947487
88531,5ZMS,1.8,0.731923928
88532,4CIN,2.69,0.731914766
88533,5JV0,2.4,0.731861792
88534,2ZR9,2.5,0.731850585
88535,2R3Y,2.5,0.731803169
88536,6FGU,2.05,0.731800322
88537,3LB6,3.05,0.731799497
88538,6WO1,3.3,0.731784117
88539,6D67,2.55,0.731783653
88540,4HZX,2.2,0.731760483
88541,3LEH,1.7,0.73171028
88542,3MQE,2.8,0.731695546
88543,5ISL,1.69,0.731688564
88544,2ZT8,3.29,0.731680228
88545,6RS0,1.8,0.731678589
88546,4I6H,1.91,0.731666218
88547,2F74,2.69,0.731619331
88548,2NP9,2.4,0.731614938
88549,3RF9,2.2,0.731612914
88550,5IMO,2.1,0.731610415
88551,5NA7,2.4,0.731600732
88552,2VZT,2.2,0.731596525
88553,6LVK,2.29,0.731594576
88554,4ZSG,1.79,0.731556764
88555,6KJE,2.48,0.731540443
88556,4ZOE,1.8,0.731527837
88557,6M7E,2.42,0.731493371
88558,2ZG2,2.85,0.731462406
88559,4UDC,2.5,0.731414122
88560,4UUA,2.8,0.731385871
88561,4N99,2.3,0.731382479
88562,2ZIU,2.7,0.73135101
88563,6FCR,2.75,0.731345942
88564,3S2A,2.55,0.73125898
88565,4QYE,2.05,0.731245899
88566,4N4N,2.2,0.731187986
88567,2VGJ,2.4,0.731132397
88568,3ZLV,2.5,0.731105479
88569,5MQS,3.0,0.731079281
88570,1WVB,2.3,0.731055512
88571,6QSA,1.7,0.731037158
88572,3AM7,2.1,0.731007914
88573,4DU5,2.7,0.730958704
88574,6CXH,2.7,0.730948372
88575,4ZE0,2.2,0.730928003
88576,2YEU,2.0,0.730923648
88577,4ZJG,2.3,0.730904599
88578,5NIJ,2.75,0.730846162
88579,6VCO,1.7,0.730789632
88580,6APL,2.35,0.730786561
88581,5JDJ,1.74,0.73077822
88582,5E7D,1.87,0.730768069
88583,3GEY,2.19,0.730742596
88584,2YGM,2.35,0.730736824
88585,1N9K,2.2,0.730736333
88586,6G57,2.75,0.730693559
88587,4M0N,1.65,0.730691284
88588,2UXN,2.69,0.730668042
88589,2WXQ,2.7,0.730658285
88590,5MJE,2.6,0.730597963
88591,1WA6,2.55,0.730579949
88592,3RAJ,3.04,0.730540195
88593,3FTN,2.19,0.730535715
88594,5M43,1.65,0.730518474
88595,2J71,1.69,0.730517794
88596,3L93,2.16,0.730511235
88597,3MHH,2.45,0.730504164
88598,1BJT,2.5,0.730491633
88599,5OIT,2.58,0.730482169
88600,6P3W,2.54,0.730465826
88601,4Y4S,1.75,0.730457945
88602,5N68,1.85,0.730428557
88603,4AI5,2.22,0.730422709
88604,4FSQ,2.4,0.730414189
88605,3NEJ,2.57,0.730393439
88606,5WN8,2.5,0.730391057
88607,1E5R,2.3,0.73017797
88608,1PQJ,1.9,0.730140134
88609,5YUA,2.8,0.730135825
88610,3UO5,2.7,0.73011984
88611,5N4O,2.22,0.730101876
88612,6GCN,2.95,0.730086097
88613,4EZM,3.1,0.730075013
88614,4CEM,2.6,0.730015921
88615,5NXU,3.0,0.729986261
88616,6JXH,2.5,0.729973155
88617,4OE7,1.99,0.729969795
88618,4C7A,2.25,0.729949546
88619,3UXN,2.5,0.72992382
88620,1T74,1.99,0.729910516
88621,6L8O,3.3,0.729899927
88622,2XMN,2.85,0.729875147
88623,4PXS,2.6,0.729873775
88624,5N4X,2.2,0.72979344
88625,2VLF,1.89,0.729774801
88626,2XQV,1.93,0.729767944
88627,5RLN,2.15,0.729677892
88628,3A6D,1.9,0.729648073
88629,4BBM,2.0,0.72961949
88630,2WQ9,1.65,0.729550846
88631,5ABF,2.1,0.729539976
88632,1JQZ,1.65,0.729481621
88633,3FEM,3.03,0.729479119
88634,4U5B,3.5,0.729475196
88635,4HEH,2.04,0.729267467
88636,1AMU,1.9,0.729251235
88637,4JI9,2.4,0.729222617
88638,5LBQ,3.3,0.729204385
88639,4U5K,2.65,0.729152156
88640,6ONP,2.27,0.729131631
88641,1UN9,3.1,0.729126358
88642,3ZQW,1.81,0.729092251
88643,3FYG,2.2,0.729085998
88644,3K8C,2.1,0.729022841
88645,3GXL,1.79,0.728996021
88646,3O76,1.77,0.728987124
88647,5PYE,1.81,0.728986301
88648,4MH4,1.9,0.728920999
88649,3VOL,2.4,0.728795294
88650,2DJG,2.05,0.728788291
88651,3NTS,3.32,0.728770358
88652,4DWE,2.01,0.728756584
88653,6KEW,2.28,0.728750355
88654,2NSP,1.7,0.728733499
88655,6EX0,2.78,0.728708546
88656,2BA9,1.95,0.728693646
88657,6CZN,2.5,0.728685556
88658,3U1H,2.8,0.728665167
88659,3UW2,1.95,0.728647403
88660,2HLN,2.2,0.728625709
88661,3RU7,2.6,0.728600976
88662,5K85,2.3,0.728594667
88663,4BN9,2.08,0.728591815
88664,6I4Z,2.34,0.728558733
88665,4NZT,2.5,0.728558621
88666,2JFL,2.2,0.728552883
88667,5FSG,3.21,0.728531173
88668,6AGU,3.15,0.728524371
88669,5T0R,1.95,0.728522412
88670,1IQA,2.2,0.72851845
88671,1VKG,2.2,0.728517158
88672,5T5T,3.46,0.728509003
88673,5VC1,1.94,0.728496702
88674,3IM8,2.0,0.72845572
88675,3W3Y,2.8,0.728416455
88676,5DL4,2.1,0.72839161
88677,6TZZ,3.0,0.728330534
88678,6UXR,1.8,0.728313622
88679,5HBF,1.94,0.728304535
88680,4RGZ,2.6,0.728301599
88681,1OP9,1.86,0.728197056
88682,6ULA,2.95,0.72818988
88683,4QME,1.6,0.728176611
88684,6XTU,2.52,0.728174257
88685,3N5R,2.57,0.728068608
88686,2F0R,2.26,0.728053578
88687,6SQC,2.28,0.728048734
88688,6PU3,1.8,0.728046335
88689,3VMS,3.2,0.727979515
88690,2XKF,2.2,0.727954766
88691,4MTN,2.58,0.727940369
88692,5F31,2.43,0.727933465
88693,2DSH,2.0,0.727925732
88694,4MZW,1.95,0.727871393
88695,5LS6,3.47,0.72786682
88696,5B7V,2.15,0.727848755
88697,5AQB,1.37,0.727837984
88698,5AZ0,2.2,0.727820365
88699,3R2I,2.3,0.727799168
88700,6HUU,2.8,0.72778363
88701,5F1M,2.32,0.727782648
88702,5GZS,2.6,0.7277626
88703,4F36,2.3,0.727753857
88704,1UB2,2.4,0.727746243
88705,5QB2,1.62,0.727744973
88706,1JPD,2.6,0.727739379
88707,5PXP,1.86,0.727714847
88708,4F5V,2.27,0.727694654
88709,2VTM,2.25,0.727678856
88710,1.00E+03,2.9,0.727616954
88711,6HSV,2.45,0.727608561
88712,1Z0N,1.49,0.727572242
88713,5M14,1.6,0.727555912
88714,6O7F,2.39,0.727537688
88715,3KUX,2.75,0.727501074
88716,3QTU,1.82,0.727495945
88717,4RLP,2.79,0.727492413
88718,4HZK,3.1,0.727469869
88719,2YF3,2.0,0.727466593
88720,1RL8,2.0,0.727458585
88721,5JMM,2.1,0.727427482
88722,3PXQ,1.9,0.727423269
88723,2X86,2.8,0.727422743
88724,6TND,2.58,0.727419757
88725,1N59,2.92,0.72740602
88726,5APP,2.3,0.727404204
88727,2PHO,1.95,0.727314547
88728,2JEY,2.7,0.727266366
88729,4H7Q,2.1,0.727250016
88730,1ICX,1.95,0.727227857
88731,6JR6,2.0,0.727162977
88732,3B3W,1.75,0.727160468
88733,3CQU,2.02,0.727158981
88734,5DOE,3.0,0.727153324
88735,6WNS,1.92,0.727128734
88736,3IIL,2.0,0.727128506
88737,3PGT,2.14,0.727116711
88738,3SK4,1.85,0.727077328
88739,4KXH,2.7,0.727072787
88740,6PUB,2.43,0.727046064
88741,4L6U,2.5,0.72698976
88742,3IKB,1.67,0.726987049
88743,2XCD,1.84,0.726974638
88744,5QLL,1.96,0.726971001
88745,3N05,2.34,0.726927852
88746,04-Oct,2.28,0.726904276
88747,3UP2,2.3,0.72689618
88748,2P9U,2.75,0.726878666
88749,5Z25,1.7,0.72681835
88750,6MN8,2.35,0.726775971
88751,6XYY,2.7,0.726739812
88752,3JYC,3.11,0.72670736
88753,5MU7,2.57,0.726702826
88754,5D37,2.04,0.726671909
88755,6J46,2.62,0.726643245
88756,4YNL,2.09,0.726609148
88757,3HM8,2.8,0.726535158
88758,5TFU,2.75,0.726534438
88759,2Q1A,2.5,0.726525791
88760,2Z1T,2.6,0.726513269
88761,6XSC,2.0,0.726479485
88762,1H2I,2.7,0.726476161
88763,3CFD,2.5,0.726469958
88764,6L3W,2.6,0.726398959
88765,5EKQ,3.39,0.726395034
88766,4B1J,2.08,0.726381113
88767,4GQV,2.39,0.726271001
88768,4W87,2.15,0.726247246
88769,6OJ1,1.76,0.726198879
88770,4ATB,3.1,0.726170187
88771,5NFG,2.38,0.726167256
88772,6CSB,2.39,0.726165491
88773,2UYP,2.45,0.726159871
88774,3KLZ,2.5,0.726150063
88775,4B4G,2.49,0.72611812
88776,5JKR,2.6,0.726092742
88777,3ZT7,2.5,0.726087268
88778,3POQ,1.9,0.726062655
88779,5TYM,1.84,0.726004358
88780,5CQW,2.65,0.725970568
88781,4XRG,1.3,0.72593145
88782,3OYX,2.51,0.725868311
88783,2YDY,2.25,0.725818027
88784,2OT3,2.1,0.725800714
88785,3IC5,2.08,0.725764585
88786,6K8D,2.94,0.725713392
88787,4RSP,1.62,0.72570584
88788,6HK6,2.35,0.725698933
88789,2I3Y,2.0,0.725681555
88790,2WP4,2.49,0.725621483
88791,6O0S,2.7,0.725606473
88792,3LFY,2.6,0.725555389
88793,6IDA,3.1,0.725538352
88794,1P7Q,3.4,0.725522536
88795,4UEL,2.3,0.725511003
88796,6NHI,2.1,0.725508178
88797,1A0I,2.61,0.725486489
88798,1Z7N,3.26,0.725479694
88799,6XXI,1.68,0.7254765
88800,1WD8,2.8,0.725470759
88801,4GC5,1.8,0.725461095
88802,6QAD,2.5,0.72543359
88803,3ZXB,2.55,0.725379219
88804,5X3V,2.85,0.725339608
88805,3F8S,2.43,0.725330367
88806,4RDQ,2.85,0.725313378
88807,4OIJ,2.0,0.725298803
88808,1E8X,2.2,0.725273756
88809,3QQN,2.31,0.725258518
88810,5ECI,1.56,0.725257771
88811,3KEL,1.8,0.725251029
88812,5JWP,2.1,0.725229284
88813,3AGE,2.6,0.725182284
88814,2XB0,2.0,0.725177075
88815,4C3I,3.0,0.725142324
88816,4WCU,2.35,0.7251372
88817,6SCY,2.8,0.725066748
88818,2RJ3,2.51,0.725064869
88819,5B3X,2.4,0.725059243
88820,4UBH,1.81,0.725041663
88821,2D1H,2.05,0.725011529
88822,6TMR,2.89,0.725006062
88823,2ZYK,2.5,0.724987967
88824,5W7S,2.95,0.724946584
88825,2IW0,1.81,0.724944193
88826,1W81,2.01,0.724941861
88827,6RKI,1.88,0.724918487
88828,3RM4,1.9,0.724915689
88829,5HU3,1.82,0.724869978
88830,3MPM,1.95,0.724850935
88831,1JCT,2.75,0.724822846
88832,4XFR,2.0,0.72479014
88833,5NZZ,2.6,0.724721048
88834,6VDE,2.71,0.724718967
88835,4RAC,2.05,0.724705176
88836,1OWN,2.3,0.72468751
88837,5QLJ,1.96,0.724683616
88838,5T2I,2.3,0.724657098
88839,5OWU,2.0,0.724632287
88840,6JLN,2.29,0.724593765
88841,2NP0,2.62,0.724561172
88842,4NK5,2.7,0.724530767
88843,1BO5,3.0,0.72447772
88844,3C0J,2.4,0.724476069
88845,4X1T,2.25,0.724460764
88846,1K28,2.9,0.724440643
88847,3ET1,2.5,0.724426438
88848,3VFL,1.91,0.724403847
88849,2XT4,2.39,0.724396906
88850,1OYH,2.62,0.724396434
88851,5W7L,2.74,0.72438324
88852,1A05,2.02,0.724379833
88853,5N84,2.3,0.724363512
88854,5OH5,1.9,0.724354288
88855,5W8V,2.22,0.724345532
88856,6IHI,1.78,0.724317292
88857,6LRB,2.57,0.724312274
88858,1VAK,3.05,0.724305256
88859,4ZY6,2.15,0.724260903
88860,3ULE,2.5,0.724239034
88861,2FFD,2.89,0.724213049
88862,4RZF,1.99,0.724189132
88863,3BKY,2.61,0.724183332
88864,6A86,1.8,0.724173126
88865,4U0V,2.05,0.724114904
88866,3W9Y,2.2,0.724091109
88867,5J7B,2.53,0.724071451
88868,5V5W,2.72,0.724061498
88869,3GVQ,2.1,0.72400029
88870,6R4W,1.39,0.723976137
88871,2VRM,2.3,0.72396785
88872,2UY1,1.93,0.723901729
88873,3LCL,1.83,0.723898941
88874,5AQ9,1.86,0.723864104
88875,3IF6,2.4,0.723751382
88876,5T45,2.8,0.723735168
88877,4D4F,2.34,0.723728589
88878,5YR6,1.74,0.723725171
88879,4X3J,2.5,0.723722813
88880,2C08,2.9,0.723709849
88881,1U2R,2.6,0.723681501
88882,6KSC,2.4,0.723680152
88883,1QU0,2.34,0.723666893
88884,3QG1,2.95,0.723635736
88885,1JZ4,2.1,0.723571117
88886,4LB2,2.8,0.723533895
88887,5NZX,1.47,0.723489604
88888,6F2L,1.98,0.723414252
88889,4OLV,2.49,0.723389087
88890,5XQG,2.74,0.723350186
88891,4MPC,1.7,0.723320988
88892,3G3Q,2.64,0.72324527
88893,5IKZ,2.8,0.72320391
88894,6BG0,2.12,0.723161699
88895,3TK9,2.2,0.723134155
88896,2BYV,2.7,0.722996608
88897,3WGQ,2.0,0.722989453
88898,5WYN,2.05,0.722925067
88899,5GPD,3.5,0.722905514
88900,3MZI,2.3,0.722836868
88901,1M2Z,2.39,0.722827483
88902,6TGS,1.53,0.722821288
88903,5D12,3.0,0.722800918
88904,3HBT,2.7,0.722790024
88905,4D2S,2.5,0.722764428
88906,4QDG,2.2,0.722741536
88907,4WIO,3.15,0.722711771
88908,3CWL,2.44,0.722691664
88909,5G3U,2.38,0.722682445
88910,4UXN,2.85,0.722671549
88911,4GX6,2.5,0.722668954
88912,6JZB,2.75,0.722622972
88913,6MXZ,2.46,0.722567124
88914,6IA6,2.7,0.722537979
88915,6JSJ,3.2,0.722516684
88916,4JLK,1.89,0.72248577
88917,1EA6,2.7,0.722481169
88918,5XA8,3.2,0.722465112
88919,4C65,2.2,0.722463956
88920,6YLA,2.42,0.722421683
88921,3QOW,2.1,0.722414015
88922,2DQN,2.55,0.722374167
88923,4FST,1.9,0.722358629
88924,5V6U,2.8,0.722356479
88925,6GHK,2.28,0.722303882
88926,4TWZ,2.8,0.722280766
88927,3BRJ,2.75,0.722245114
88928,1TWW,2.49,0.722222276
88929,4XRX,3.2,0.722192369
88930,5AVP,2.89,0.722185727
88931,4D4L,3.16,0.722179926
88932,6E4D,1.25,0.722162206
88933,1OXU,2.1,0.722159915
88934,4P8C,1.95,0.722155964
88935,4TSX,1.94,0.722119831
88936,6DD2,2.91,0.722116813
88937,3JRY,2.3,0.722113119
88938,5T0D,2.86,0.722061109
88939,6JMG,2.7,0.722026646
88940,4XYI,2.99,0.722003809
88941,6SN1,2.54,0.721978782
88942,2EV0,1.65,0.721964759
88943,4HKA,2.7,0.721961973
88944,3AX1,2.74,0.721919675
88945,5X94,2.6,0.721914704
88946,6G2A,1.8,0.721910892
88947,6QM2,2.8,0.721893346
88948,2Q1N,2.7,0.721830905
88949,5M15,1.9,0.721824745
88950,5X9V,3.0,0.721788374
88951,4YJ2,2.6,0.721725817
88952,3MI8,2.95,0.721695999
88953,6QKJ,2.2,0.721656653
88954,4FZD,3.25,0.721624476
88955,5WJS,2.15,0.721615106
88956,1RJF,2.25,0.721607525
88957,4RLW,2.2,0.721606111
88958,3HRR,1.9,0.721583792
88959,3QQK,1.85,0.721572465
88960,5ENS,2.8,0.721571202
88961,3MC2,2.4,0.721564671
88962,4PS8,2.99,0.721513196
88963,5HUD,2.15,0.721494149
88964,2Z6V,2.6,0.721491845
88965,6EJN,3.2,0.721468779
88966,4DVW,2.19,0.721466571
88967,3R7E,1.9,0.721412109
88968,5KDT,2.44,0.721353347
88969,2VJA,2.2,0.721322428
88970,1S3G,2.25,0.721312636
88971,6BPT,2.4,0.721265255
88972,4U5I,2.5,0.721249802
88973,1R2T,2.25,0.721227555
88974,6HE2,2.3,0.721201625
88975,6TTZ,2.2,0.72117254
88976,6FSP,2.7,0.721146305
88977,2FCP,2.45,0.721132912
88978,5K0T,2.6,0.721121734
88979,5EFY,2.71,0.721074273
88980,6ZVN,2.5,0.720928463
88981,6BTW,1.9,0.720917074
88982,5GZG,2.0,0.720897901
88983,4BIO,2.45,0.720866181
88984,5J97,2.55,0.720832827
88985,5Y0V,2.42,0.720824695
88986,2CMF,2.5,0.720814882
88987,3VNJ,2.08,0.720779085
88988,1C3G,2.71,0.720758078
88989,1JOS,1.47,0.720754181
88990,3GYN,2.15,0.720753906
88991,2C2B,2.6,0.720751489
88992,5VD2,2.05,0.720712973
88993,6BWV,2.4,0.720693331
88994,3SKY,2.1,0.720686714
88995,2Y4G,2.03,0.720664339
88996,4OV9,2.2,0.720655454
88997,5K3J,2.68,0.720642508
88998,6Y4T,1.98,0.720641453
88999,6ELD,2.49,0.720595606
89000,1TIK,2.3,0.720586861
89001,5K1V,2.9,0.720555169
89002,6EDL,2.8,0.72055449
89003,4WL0,2.89,0.720551638
89004,5COE,2.18,0.720533561
89005,4D9Q,2.28,0.720527046
89006,5OVF,2.01,0.720519686
89007,5JT2,2.7,0.720512782
89008,2XP1,2.2,0.720471964
89009,2E1D,2.0,0.720440296
89010,3E8S,2.1,0.720424942
89011,5RM4,2.96,0.720410535
89012,3V44,2.83,0.720404409
89013,6KRH,2.6,0.720389898
89014,6MKW,2.32,0.720388698
89015,2O6U,3.01,0.72037852
89016,6B0J,2.5,0.720366717
89017,2DPW,2.9,0.72036557
89018,5XE0,2.3,0.720349258
89019,4HQ6,2.7,0.720300479
89020,4BW4,1.67,0.720278411
89021,1FQK,2.29,0.720257534
89022,4Y0Q,2.0,0.720235005
89023,4J04,1.99,0.720234462
89024,2O1O,2.42,0.720205291
89025,3ZWQ,2.0,0.72018419
89026,4KAQ,2.48,0.720174929
89027,4EG1,2.89,0.720133691
89028,3K73,2.5,0.72012224
89029,2GTP,2.55,0.720106706
89030,4S1T,2.5,0.72010497
89031,4NCT,2.6,0.720059259
89032,5DSD,2.31,0.720036333
89033,6N3N,3.01,0.720018225
89034,4UNW,2.6,0.719985559
89035,5XYO,2.0,0.719978917
89036,4.00E+02,2.15,0.719970086
89037,4DVT,2.43,0.719970001
89038,5EF8,2.59,0.719947826
89039,3ZFM,2.27,0.719938453
89040,2R5M,2.65,0.719930599
89041,5XH9,2.3,0.719902617
89042,6O5N,3.0,0.719851582
89043,6BAW,2.7,0.7198489
89044,1A4O,2.8,0.719841377
89045,3RRM,2.88,0.719770421
89046,4JLJ,2.0,0.719766188
89047,4H3A,1.98,0.719762731
89048,2CW7,2.7,0.719744952
89049,5OBW,1.4,0.719689577
89050,3HK6,3.2,0.719665957
89051,4.00E+27,2.4,0.719634153
89052,4RYY,2.3,0.719626238
89053,6I55,1.98,0.71958685
89054,1TJF,2.21,0.719584565
89055,6D6I,2.55,0.719537506
89056,5AGA,2.9,0.719528035
89057,6ID5,2.6,0.719501594
89058,5NBT,2.4,0.719499592
89059,6PZF,2.8,0.71943706
89060,3JSK,2.7,0.719433848
89061,5AIR,2.53,0.719431785
89062,1OGU,2.6,0.719427481
89063,6EU7,3.0,0.719420627
89064,5PXG,1.98,0.719401503
89065,3UOH,2.8,0.719394115
89066,6QA1,1.58,0.719374479
89067,6BTN,2.05,0.719338085
89068,2C5X,2.9,0.719241529
89069,4S34,2.5,0.719229173
89070,2XNO,1.8,0.719212672
89071,1HE9,2.4,0.719170616
89072,1Q4W,1.86,0.719167192
89073,2ECP,2.95,0.719158523
89074,6N85,2.5,0.719155242
89075,5ZQT,2.84,0.719131628
89076,5V3V,2.14,0.719120535
89077,3O80,2.18,0.719120221
89078,2QH9,1.8,0.719119265
89079,3JUI,2.0,0.719118191
89080,2ZMJ,2.32,0.71907221
89081,4GWC,1.9,0.718994038
89082,3X0G,1.9,0.718982174
89083,2DDA,2.25,0.718963403
89084,6D51,1.83,0.718961924
89085,4AP0,2.59,0.718957205
89086,2AHE,1.8,0.718908821
89087,4MQR,2.1,0.718890321
89088,4DCO,1.7,0.718823037
89089,6G1J,2.1,0.718744951
89090,1D0O,1.95,0.718729476
89091,5QLZ,2.0,0.718682108
89092,6R16,2.75,0.718654066
89093,3LC6,3.1,0.718618386
89094,4B6C,2.2,0.718613047
89095,4AHC,2.4,0.718588482
89096,3RPX,2.65,0.718580118
89097,5H00,2.64,0.7185008
89098,3KK7,2.46,0.71849573
89099,4O0J,2.04,0.718488994
89100,5ESG,1.98,0.718447101
89101,3NYN,2.71,0.718418475
89102,3SDZ,2.53,0.718385191
89103,1T15,1.85,0.718365676
89104,4KNV,1.99,0.718338993
89105,5TTZ,2.71,0.718334409
89106,2UVH,2.2,0.718321109
89107,2BKZ,2.6,0.718319572
89108,4WH1,2.03,0.718280477
89109,4DX1,2.85,0.718199321
89110,4O0U,2.6,0.718194514
89111,4WHZ,1.79,0.718166637
89112,3BZN,1.99,0.718155706
89113,1A0P,2.5,0.718082479
89114,2B3B,1.95,0.718074684
89115,4EH9,2.1,0.718039154
89116,5HUU,2.37,0.71803885
89117,6NJS,2.7,0.717997544
89118,5XSL,3.3,0.717977654
89119,6B9E,1.99,0.717947918
89120,5AQN,2.45,0.717883698
89121,3N87,2.4,0.717877646
89122,6RCM,1.7,0.717871732
89123,3VUN,3.0,0.717861056
89124,2AEY,3.27,0.717819775
89125,2JBO,3.1,0.717790022
89126,3F3B,2.5,0.717782946
89127,3FXP,2.05,0.717735756
89128,6CSD,2.39,0.717734713
89129,3AR6,2.2,0.717692201
89130,2P2F,2.58,0.717664491
89131,4QVJ,2.26,0.717644198
89132,5EAF,2.65,0.717578876
89133,2AZW,1.88,0.717571632
89134,2X4A,2.54,0.717544656
89135,2DCM,2.9,0.717406694
89136,7K47,2.9,0.717390504
89137,4BSS,3.2,0.7173424
89138,4OLF,2.9,0.717318992
89139,2YHE,2.7,0.71731774
89140,4H5J,2.6,0.717292864
89141,1P6L,2.35,0.717283272
89142,2A79,2.9,0.717254027
89143,3DEF,1.96,0.717244318
89144,4H81,2.05,0.717208445
89145,4NSK,2.6,0.717203981
89146,1TYY,2.6,0.717169173
89147,4CBW,2.5,0.717146836
89148,6YV7,2.7,0.717144562
89149,5Y7H,3.0,0.717127708
89150,2H8M,1.8,0.717124953
89151,5QL5,2.14,0.717123873
89152,5TIA,2.44,0.71711182
89153,3C2B,2.1,0.717041128
89154,2WK7,2.5,0.71703587
89155,6G84,2.47,0.717025488
89156,2XE3,2.85,0.717021955
89157,5FCF,1.85,0.717021519
89158,6ONW,2.95,0.717013284
89159,6IOA,2.15,0.716984286
89160,5WTW,2.62,0.716940553
89161,6MYN,2.74,0.716934472
89162,1VQZ,1.99,0.716884422
89163,4O0F,1.92,0.716805609
89164,4R1N,1.8,0.716751889
89165,3LP9,2.2,0.716741401
89166,1TUY,3.02,0.716675959
89167,6ES1,2.0,0.716652164
89168,1BVZ,2.6,0.716641466
89169,2NT9,1.9,0.716605726
89170,3HZF,2.5,0.716573808
89171,6J7F,2.88,0.716533566
89172,3QOU,1.8,0.716530314
89173,1P6N,2.42,0.71652653
89174,2GHR,2.4,0.71647238
89175,4HGP,1.8,0.716462824
89176,1A8S,1.8,0.716429879
89177,3FWX,2.0,0.716412616
89178,3MAP,2.8,0.716381178
89179,4F72,2.4,0.716359583
89180,1YI4,2.4,0.716354742
89181,5Z7C,2.76,0.716326478
89182,4CKP,3.45,0.71630508
89183,1L7T,2.1,0.71626387
89184,5F8Q,2.59,0.71622359
89185,4L64,2.18,0.716210804
89186,4QHI,2.3,0.716209376
89187,5JFL,2.3,0.716168741
89188,2BWW,2.61,0.716165519
